Q96K21 Q13627
Q9Y566 Q61686
O15209 Q8TEW0
Q13573 Q12931
P19367 Q6ZN18
Q99755 O76031
P52566 Q06455
Q64364 Q9GZM8
P12980 Q676U5
Q9UM47 Q2I0M4
P30876 Q9P1Q0
Q92896 P52789
Q61026 P32527
Q9Z1X0 Q9H0U6
Q99961 Q12769
Q9H816 Q9Z0S6
Q8TEP8 O75475
O00408 P43351
Q8NE86 Q9UKT7
Q9UJY4 P52597
Q01196 O14879
Q93074 Q9NXB0
O43474 O00180
P50750 Q9UNQ0
Q86TM6 Q5VIR6
P97260 Q9BSI4
Q01085 Q9NZ52
Q96NW4 Q96HI0
Q9Y296 Q03052
P08228 P36888
Q4G0J3 Q9DCH4
P56545 Q9H0F6
Q9NP72 P25205
Q04695 Q8N680
O94925 P55197
P06400 Q96B97
P36873 O00631
Q8C0J2 Q01094
P18850 Q13464
P04156 P70168
Q8WXI9 Q96EQ8
Q9Y296 Q9H0H5
P42261 O15047
P21333 Q60793
Q9BZD4 P16152
P29375 P15104
P21554 P02545
Q13153 P21953
P55957 Q13950
Q99594 O75695
Q9Y2L5 Q9NY74
Q96J94 Q92843
P14324 O43463
Q16778 P07437
P13861 P21912
Q9D5L7 Q99880
Q9H0U4 Q06455
Q9UBU7 Q9ULV4
Q9Y2B0 P51587
Q9HCE5 P39958
P55212 A2AM29
O88700 Q99832
Q13322 Q60793
Q6ZQ88 Q7LBR1
P68106 Q15637
Q96FW1 Q92843
Q96G30 Q5TZA2
Q14209 Q8IWA4
Q9Y2V7 P23198
P14737 P35606
Q9H9B1 P56817
P27824 Q9Y5N6
Q9GZU7 P28676
O60880 Q9BZE1
Q8N1L9 P51787
O95613 Q14566
O75581 Q6PFX9
Q92844 Q99942
P02281 P97369
O00255 Q8IZH2
Q16778 Q9Y572
Q08379 Q5EE38
P12081 P40238
P62494 O14776
P13804 Q6ZNE5
O43716 P56817
P04899 Q9NUB1
P15829 P78364
O95810 Q12931
Q9Y2L5 P49615
O43924 Q6P2C8
Q99942 Q13156
Q9BUJ2 P58335
Q8TDW0 Q9BWW4
P35354 P52566
Q08462 Q13569
Q99963 Q9Y5W3
Q86Y82 P27540
O95166 Q9UKV0
Q6W2J9 Q80UW2
Q9H845 Q08752
P48444 Q9QX47
Q96E14 Q92552
P26043 Q96AQ8
Q9GZU7 Q9Z2G6
P22415 P63211
O75874 Q96EP1
Q7Z7C8 Q96CB9
O75330 P27694
O43739 Q9Y5B9
Q8NFG4 Q9H0X9
P16234 Q8NDV7
P21802 P49848
P23921 P09038
Q9UNS1 O00180
Q13888 Q5VSL9
Q9UGN5 Q9P1Y5
Q14498 P41250
Q12778 P11310
P13861 Q8WUA4
Q6NZ36 P63027
P16234 Q7Z419
O75529 O14745
P18583 P97369
Q9P289 Q15562
O95747 P12235
Q13889 O94927
Q29122 Q969W0
P10809 P36871
P21796 O15160
Q96ST8 Q8R5C8
Q08116 O15315
Q5BJU7 P14859
Q6FI13 Q6GQT6
Q9H0X9 Q9H9Q2
Q96E14 Q7L1W4
Q6UX06 Q8WXD9
Q9BSJ6 P01912
Q13950 Q96AQ8
O14776 O60784
P00441 O35696
Q9JM54 P04626
Q8WTX7 Q9H307
Q8T045 P62714
Q9D0A0 Q5T6F0
Q00987 P25705
O00712 Q99963
P14598 Q9GZV8
Q8N720 Q92743
A4D1B5 P14142
Q66GS9 Q96NY9
Q9UPY6 O95931
Q9ESN6 Q70CQ3
Q9UPN7 Q9C0J9
Q9Z1X0 O43924
Q9NTG7 P49870
Q9P2R3 Q16594
P49768 Q9CSN1
Q96CB8 Q9H0R6
Q9Y2Q3 Q9UGJ1
Q96RU3 P25118
Q9BVA6 Q9JI10
Q8CDJ3 Q9NXV6
P62195 Q9UKV5
Q9HAN9 P27348
Q60431 Q64364
P17480 Q13432
P49847 P01584
O89110 O14735
O75379 O00255
Q9HBM1 Q96QV1
Q9H3D4 P98161
P62917 Q9ULD0
Q49A88 O00267
Q9BR76 P49790
Q99814 Q9UPN7
P14598 Q6IQ20
P28324 P19332
P30671 P18850
O15269 P52789
Q9UQ16 O15503
O75865 P15884
Q60644 P63098
Q9H0R6 Q9BR76
O55236 O08734
Q14106 Q8T045
Q01405 Q15672
Q9BTC8 P32119
P26358 P63101
P42262 Q9UMN6
P32883 P20340
Q9NR28 Q7Z589
P17480 P16298
P04273 P15172
P12003 Q9UIF7
P23198 P52333
O14735 Q9H2P0
Q9BZK7 Q14671
Q9NR28 P19388
O94875 Q920Q2
P31314 Q9UNQ0
Q16667 Q9BVA6
O60499 P63000
Q13177 Q9H082
P57078 Q9H211
P31350 P49870
P05166 P30622
Q13191 Q8IYD8
P61328 Q07813
A0FGR9 Q13227
P38117 O00401
Q3U7R1 Q60972
P42574 Q969W0
P09917 P13804
Q8N6T7 P39958
P32558 P70444
O88485 Q9UBP6
P20936 P18085
P17275 P12277
Q9UBQ0 P01106
P31323 P28347
P04925 Q14493
Q60520 Q16181
Q9NUS5 Q15011
Q9H3D4 Q9Y3E7
P05787 Q9BSJ8
P21554 Q12873
Q58WW2 Q7Z6J0
Q15428 P05166
P40227 Q06945
Q99720 Q13323
P08151 P11310
Q15059 P50851
Q9BZE1 Q92585
Q9ULR0 P55957
O00763 Q15691
Q12815 Q9UK61
P50851 Q06413
Q9Y6W5 Q9HCE5
O15514 Q9Y676
Q14964 O75396
Q8TCY5 Q6XZF7
Q9ULX6 Q80U63
Q9H9Q4 P06730
Q15393 O08807
Q94818 P19878
Q9H0W5 Q15599
Q5VWG9 Q9H0R6
Q71LX4 P13393
P54198 Q9EP80
Q28685 O43617
Q15814 Q13547
Q9NV56 P43405
Q6ZYL4 P06396
O15355 O88850
O14777 O14617
Q86Y82 P30260
P53779 A0FGR9
Q9BRJ2 Q14566
Q15907 Q99496
O60942 Q9Y2Z4
P19490 Q15678
Q3KNV8 Q8TEY7
O35618 Q9BPX6
Q13472 P46677
O00763 Q96K76
Q13813 Q9NYW8
O00257 Q7L1W4
Q08484 O95714
Q9BRJ2 P17861
P42261 Q9WUU8
Q96CS2 O00330
Q01196 Q9UPY3
O75417 P06702
Q9UQB3 Q9QXS1
P07823 Q14524
Q96QG7 Q6W2J9
Q811U4 Q08211
Q5SPL2 P40344
Q9BT43 Q969W0
P11532 Q9H6L5
P05165 Q9UBP0
P24864 P06239
P40967 Q9UKV3
Q8TEW0 Q8VBV4
P04273 Q9NPD8
Q9BZD4 Q2M3G4
Q9UQL6 O60499
P55957 Q96QT6
Q8TCY5 Q9P289
Q9Y566 Q9Y6N7
Q13561 Q15435
Q8IUC6 Q96RI1
Q9JJY3 P19838
P42261 P14921
Q9H816 P61019
P68400 P50281
Q8N264 Q13426
P40227 P46063
Q13464 O60885
Q8NI22 Q9NZ45
Q6NSJ5 Q13404
Q96EQ8 P21796
P33450 P51587
P53618 Q96JM7
Q9NVR5 Q9NRL2
Q91ZW3 Q8WUW1
Q9UK99 Q14061
Q8WWW0 Q9P0L0
Q96KK5 P02687
P30622 Q27272
Q8NB16 Q96E14
P26368 Q99NB1
Q96CN5 P62487
Q99728 P07737
Q9Y6N7 Q13084
P52701 O08852
Q61091 Q99880
Q4JR05 Q61188
P55064 P25977
O43541 Q96HS1
P37108 Q16656
P40967 Q08752
O75323 Q9NPD8
Q9R194 P42262
Q00597 Q15629
Q14643 P18113
P08621 Q61091
Q9UHX1 Q15388
Q16740 O94776
P21912 P19878
Q8N680 O75170
Q13111 P55040
P61019 P32519
Q9BUQ8 Q5NBX1
P61006 Q92585
Q8WXD2 Q9UKL0
O88763 P24522
O75179 P08571
Q13094 Q4JR05
Q28147 Q68CZ6
P07814 P61964
Q9Y4A5 Q8NEM0
Q8R5C8 Q96MT8
P07992 Q8N3Y3
P43268 Q9NT62
Q9NS37 O75323
Q13347 Q5JTV8
Q96G30 Q8TDY2
Q9H9A7 Q04323
Q3UHK8 Q9NUJ1
P40937 Q12965
P25098 O43683
P07830 Q15329
P12081 Q03052
P58753 Q96MW7
P05091 Q9NQT8
Q96FW1 Q6UX06
Q9JI10 Q9Y2L5
Q9NZD2 Q60972
A0FGR8 O15553
Q5T4F4 P10636
Q15572 Q9Y5R8
Q8WVT3 P19438
O14777 Q15080
Q15648 P12235
Q03519 O60879
Q96FW1 P10515
P12980 Q10589
P19525 Q6UXV4
Q08484 O15020
P11498 P02687
P12081 P62799
Q9Y4E5 Q14155
P29083 P18031
P50851 P04198
P13747 Q86YF9
P12235 Q6PL18
P35998 Q9NS37
P08559 Q10567
Q9NVR5 Q08999
Q9Y6X3 Q9Y5M8
P19659 P22681
Q9QZL0 Q924A2
O14617 P26361
P30665 P21796
P28845 P21146
P07305 Q8IWF2
P13804 Q9W1K5
O94888 P25491
P51795 O15379
Q12996 Q14061
Q61644 Q9UKV3
O14980 P16778
Q6GQQ9 Q15120
P51532 Q96QK1
Q96RL1 P11310
P30533 O43896
Q9CQ39 O95631
Q09472 O00330
O43557 P23193
P24522 Q96HC4
Q9H845 Q64693
Q6P1X5 Q9Y5K6
Q61180 Q9H845
Q9UL03 Q2M3G4
Q99NH2 P49711
P98161 Q9BTT4
P12830 Q6FI13
Q13009 Q92843
P20340 Q9Y496
Q9UBU7 Q13472
Q96ST3 Q9Y572
Q71LX4 O15209
P30876 Q9NV70
O43633 Q96NY9
O95999 Q924A2
Q9C0J9 P70335
Q13637 O75581
Q8NFR3 Q9WYW0
Q9NUS5 O43143
Q7Z4S6 P22303
P28845 Q16611
P24643 P43490
Q15120 P22700
O95155 P25118
O15131 Q99PV5
Q8NFR3 P11137
P41229 Q8WWW0
Q9UKV5 Q9Y468
P18583 Q9EQZ6
Q9UBG7 P09769
P46531 Q9BXC9
Q8WVT3 Q8BKI2
Q9UKF6 Q86SZ2
Q15543 P22607
Q15631 O43716
P08559 Q9UBP6
Q16740 O60563
P02549 O43819
P43351 Q96G30
Q13586 Q15059
Q15642 P35244
Q9H9A7 Q9BVA6
Q9Z148 Q5VU43
P60953 Q96I24
O94782 P16778
Q5FBB7 Q3U4G3
P61981 Q5JTV8
Q96NB3 O15269
Q9Y2V7 P70302
P60010 P35269
P04625 Q8WWW0
O00401 Q5T4F4
O73557 Q15572
Q06455 Q96FW1
P62820 Q9NVH0
Q8VDS3 P56159
B2RQC6 Q80WQ6
O00180 P18850
Q03519 Q9H7E2
F4HZB2 O75529
Q9NVI7 Q9JK11
O95994 P21856
P27782 P15311
Q15691 Q96MW7
Q13190 Q96MW7
O15550 Q9UPQ9
Q9NTG7 P63058
P06241 O15455
O00411 O75170
Q92698 P30519
P48553 Q9Y6E0
Q8IXH7 Q9Y6B7
O95219 P99999
P21554 Q9UM47
P99999 O94888
P35918 O00411
P36954 P11177
Q8N138 Q9H3S7
Q12931 Q99707
Q9NZ52 Q13535
P78364 P30622
Q96HI0 P68511
Q96EY1 P28845
Q8N7H5 Q9JM54
P54284 P43356
Q8IXK0 Q9WYW0
Q07812 P15408
Q9NY74 P52179
Q13156 Q9H0F6
Q9P0M6 O14965
O75962 Q8N1B4
Q14781 Q99LI8
Q99729 O43173
Q03518 Q9WTI7
Q92759 Q14204
Q03518 P07910
P20700 Q7L1W4
P15813 Q16526
O75581 O43541
P07823 P11802
Q8IWZ3 Q96RI1
Q6W2J9 P61106
P23921 Q96E14
O14686 Q86UT6
Q8IWF2 Q92925
P69682 Q96E22
Q9UJM3 Q13438
Q8IX07 Q9H0R6
Q3SYG4 P30665
Q9NZZ3 P12235
P01009 P33778
Q8BHJ5 O15371
P78364 Q13464
P46099 Q8TDW0
P40227 Q12769
P17693 P12504
Q9Y676 Q61091
P48735 Q96RI1
P50549 Q96CN5
P0C0S5 Q63932
Q9CW03 O15372
Q01279 Q9HAU5
P61244 P27797
Q9H0J4 O75581
P06396 Q12962
Q24325 P17948
P97481 O75865
Q04724 Q9Y376
Q8VIM5 Q12840
P23198 Q15080
P49841 O95140
Q14152 Q9P2I0
O75127 P11473
Q14204 P39748
Q7Z417 P50851
Q14191 Q8WXF7
Q9UPY6 O60264
Q92896 Q8NFJ9
P51114 P63146
Q9NRR4 Q9Y2J2
O94906 Q9UQC2
P26441 Q9Y5R8
P07737 O15151
O95292 P04114
Q04724 Q9BY43
O00506 O43679
Q16790 P56817
Q13438 Q8IUC6
P23198 P54577
P16403 P51787
P63101 Q58WW2
Q13042 Q96T58
Q7KZ85 O95810
Q9H0F7 Q6NXW6
P39016 O08852
Q91ZW3 Q8N5H7
P08571 Q8IYH5
P10809 Q9HC16
Q91W69 Q15545
P08651 Q9HC29
Q9J3M8 Q9GZQ8
Q9UBU7 Q92730
Q80WQ6 Q14999
Q4ACU6 Q15370
P61981 O95071
P14859 A0FGR9
P07996 P81877
Q9H6D7 Q15459
P62743 Q9Y296
Q6PAL8 O95997
Q6PD62 O55043
Q27272 Q9Y5X1
P56962 Q9P2D1
Q8IXJ9 Q8TF40
P16234 Q9UHX1
Q99383 O88572
Q9NRL2 Q8WXD2
P32883 O60341
Q96RL1 Q9UK97
Q58A45 Q15369
O75081 P00491
P19447 Q16620
Q14671 P11831
Q02878 P14737
P31314 Q8N5H7
O95999 P97481
P05091 P16333
P04899 Q04726
P16234 O70343
O14662 P19335
Q13227 Q96G30
Q9Y5M8 Q9BXK5
P11310 Q8VC56
Q9ULK4 Q80U63
Q93008 Q61033
Q13472 Q5SPL2
Q9NUG6 P18085
Q6ZNE5 Q03252
Q12972 P19438
Q01705 P52333
Q03142 Q9Y239
O14757 O75880
P55197 A2RRP1
O75865 O43502
Q9UHX1 Q6ZNE5
Q8WXD9 O94985
P05165 Q8IYH5
Q15544 Q8WXD2
O70343 Q70YC5
O75460 Q6PGF3
Q9P021 P31040
Q7TNC6 Q6NXW6
Q9UBV2 Q08J23
Q13569 P19332
Q811U4 P61326
Q8WVT3 Q08484
P17542 Q9UID3
P50503 Q60641
Q04650 Q9GZU1
Q9H6E5 P23921
Q8QZZ8 P18887
Q9NR31 Q9UKB1
P20248 P52815
P35227 P39052
O43521 O15297
Q9ERP3 Q9BZ95
Q13114 P01130
Q8IUF8 P20651
P70168 Q9JJY3
P09914 P01009
P98161 P05166
Q9BZQ4 P55317
Q86WJ1 P69682
Q8NEB9 P29083
Q61033 Q9CQY1
Q96QT6 Q15185
P36404 Q9UBV2
Q6VAB6 Q6KC79
Q06587 Q9Y4D1
O96020 P42574
Q14188 Q9ERP3
P35637 Q9P0L2
P21579 O76031
P32780 Q9J3M8
O73557 O00631
Q99NB1 P17275
Q9NRC8 P16615
O96017 Q2I0M4
P49615 P01009
Q5VIR6 Q4FZB7
Q9UPX8 Q14966
Q08116 Q9P0J0
Q96NY9 O14879
Q03160 O15354
P16403 P40855
Q9UL17 O75147
O18973 O00268
O00159 O55005
Q13547 Q5JU85
Q3U7R1 Q9Y448
Q8TCY5 Q7L5N1
P19438 Q8IVH2
P41002 Q03135
Q9UKV5 P55212
P49959 Q95460
Q582G4 P54725
P81274 Q80WQ6
Q8WVC0 Q9H6L5
P13747 Q9H0R1
P24643 Q8TCU6
P55072 P12235
O15243 Q9Y6N9
Q9UGU5 P01111
Q6UN15 Q99MI6
Q96K21 Q01094
Q28685 A0FGR9
P11500 P49715
Q12931 P30305
O60499 P00523
Q03173 Q07120
Q9J3M8 Q9UHD9
A4D1B5 Q9UMR2
O14646 P11310
Q8N3Y3 Q86XK2
O00461 Q9HB90
P49116 P35609
P25801 Q14160
Q9NPP4 Q10570
O15269 P62157
P06454 O95822
P01009 Q99594
Q9BR76 P10415
Q8TEX9 O95140
Q9UNH7 Q15120
P22303 Q9H3P7
Q9C0K0 Q9NS87
Q9H4B7 P05165
P22674 Q16576
Q8WUM4 Q9H307
Q9NS23 P31040
O00429 Q01664
Q582G4 O96433
P21953 Q12874
P01116 P13804
Q8IX07 Q16611
Q15393 P21856
Q96E22 O75419
O14745 Q9CW03
P38919 Q9BRJ2
P11586 Q5VIR6
P52815 Q8IXB1
Q16512 P30519
P20340 Q13415
Q9CQJ2 P05198
P26358 Q15256
Q9NRY4 P04273
Q07869 P09958
Q9ULD0 Q8IYW5
P61086 P08651
P53004 Q6ZN18
Q9H0R8 Q9BUJ2
O14777 P59768
Q86SZ2 Q9UBQ5
A2AM29 Q08209
Q08999 Q8WUW1
P52815 O95817
Q8IXK0 Q9NWX6
P18583 Q8TAM2
Q01320 P58004
Q13563 P05166
A6H8Y1 P55884
Q9NUG6 P49736
O94913 Q7TNC6
P19490 O75376
P31314 Q15643
Q5VU43 P30101
O60244 Q9D5L7
P18031 Q9Y5N6
P11021 Q96ST3
P29122 O14727
Q96QV6 Q13438
O43752 P58753
P46099 O95613
Q9H6L5 P30153
Q15916 Q9H0R6
Q96B01 Q9H0R8
Q9NQX3 Q6P1J9
Q9NRI5 Q6ZYL4
O75448 Q7LBR1
Q9UMS6 P58335
Q969F2 Q8R3L8
P21554 Q96LI5
Q9CPX6 Q8TDW0
Q99743 P30519
Q9Y2X3 Q9P289
Q8N138 P11142
P49418 O75909
P99999 P61244
Q8IWZ6 Q9NRL2
Q8TAQ2 O95219
P35606 O15409
Q5FWF5 O43312
Q9UQR0 Q7L576
P19367 Q9H082
O43617 Q9NVH0
O75822 Q5SPL2
O35867 Q86TM6
P49450 Q15691
Q8R5C8 Q9UPY3
P52179 Q96EQ8
Q80Z64 P36046
Q9Y6X3 Q5JU69
Q9JJY3 Q9UBN7
O95835 P23772
Q15185 P38432
P17677 Q9BS18
P62258 P25705
P50851 Q8N1L9
Q13415 O75323
P48729 P19490
Q9UPS6 Q9NR80
P30291 Q12929
O94925 Q8TAQ2
Q8VI67 Q92526
Q99426 Q92522
Q08999 Q96QV1
P15036 P30519
Q12983 Q06945
Q9J3M8 Q9UBT2
Q01201 Q6PAL8
O60603 P46013
Q8N264 O96000
Q61036 O60264
Q9ULQ0 Q99523
P62494 P0C0S8
P06396 O88850
O15144 Q8IXI2
O88700 P39016
Q9QPN3 P32558
Q811T9 Q9UBU8
Q92542 Q15629
P51787 Q99728
Q5T4F4 O95155
Q92560 P30519
Q9NW38 Q13323
O00522 P61964
O00631 P63172
Q91ZK0 Q14141
P42261 Q8WVC0
Q9D5L7 Q96CB9
Q92896 Q5DW34
O60337 O96028
Q13085 P01106
Q80UW2 Q96QV6
P56159 Q96KQ7
P98161 P12694
Q9NY65 O95071
P45481 Q13323
O00716 P13804
P50851 Q9WYW0
Q05516 Q12879
Q9QPN3 Q8IWF2
Q60644 Q9BZE1
O75127 Q13153
Q15382 Q8CII8
Q9HD67 Q9UQR0
Q8N4Q1 Q8IY67
Q8NFR3 Q14204
Q9H0R8 P15923
Q9UBV2 P49137
P54253 P01130
Q9BYE7 Q9BVA6
P80188 Q99942
Q8IXI2 P38217
Q9BZE1 Q7Z6G8
P63102 P04625
P22415 P28845
Q969G9 P33450
Q8N1F7 O94979
Q9WU78 P45973
Q9WU84 Q4JR05
Q9NX18 Q13112
Q9UID3 P35222
O60942 Q9UBV2
Q13586 Q86YC2
P61019 Q8R1H0
Q9NZZ3 Q16873
Q9NY65 Q96QT6
Q8N1F7 Q9H9G7
Q92843 Q9Y4E5
Q9H0X9 P06493
O00461 P43249
Q9NVI1 Q13322
Q9UKV5 Q9BUH6
O00506 P20428
Q9Y676 Q91YE6
P21146 P17095
Q5H9F3 Q5T1C6
Q9NZU7 O60306
P28908 Q9Y2K7
P42768 P27824
Q01320 Q7Z419
Q9H0R1 O75643
P62269 O88572
P30307 Q13393
P26188 P62820
O00482 P59768
O43173 Q9Z0S6
P52179 Q8NFH5
Q9UBS4 Q676U5
P23025 Q76N32
Q9HCK8 Q8WXD2
Q9H1J1 O75460
O43683 Q9ULQ0
P99999 Q9ULG1
P06702 Q13951
Q6UN15 Q9CR95
P13051 Q04323
Q9H792 P26687
P02766 P15036
P40238 Q9ULX6
P50402 Q76N32
Q9UN42 P84077
Q13216 P98082
Q6UX06 Q9Y566
P35609 P50549
Q04323 Q9UBS4
Q03518 O43159
O75197 Q9UL03
P19335 P13804
Q9H0F6 Q9UPP1
Q920B9 Q61036
Q7Z7A3 P38117
P54132 P30622
Q99543 Q9NZ52
P15374 P49715
Q14CX7 P13984
P13569 P14923
Q96FW1 P04625
O08852 O43255
Q9JIH2 O60880
Q16181 P17095
Q9GZU7 P23258
Q9H0W5 O43716
Q9H063 P04843
Q8N138 P57771
O43684 Q9Y2Q3
Q13976 Q15554
P35221 P25454
Q03052 O75874
P54577 Q4JR05
Q29983 O00712
P06454 Q38SD2
Q8N726 Q08509
Q9BVA6 Q924T7
P62487 P62743
Q91X58 Q9Y294
P54105 O95461
Q9P1Q0 P08238
O14965 P13497
Q9WU42 P50503
P07269 P42566
Q13362 Q582G4
P47712 P48735
Q9JM54 P07269
P63101 P14737
Q12965 Q15291
Q9EP80 Q9Y6X3
Q9NVI7 Q96CA5
Q9Y262 Q8N720
O96000 P36871
P14142 Q15435
O75385 A2AGH6
Q99MI6 P08670
Q60431 P49281
Q9HCE7 O15354
P63272 Q9NY59
Q9BZE1 Q15370
P61006 O95292
Q99700 Q8TCY5
Q9H0X9 P61158
Q9H5Q4 Q9H3D4
Q9JJY3 Q9NYB0
Q2VPD4 Q4ACU6
O00461 P20226
Q15562 Q07813
P12694 O15085
P22626 Q6NSJ5
Q86UQ8 Q92844
Q9UKT7 Q15005
Q9BSJ8 Q9BVJ6
Q9BZE1 Q92997
Q13546 P15036
P78352 Q8N1L9
Q3SYG4 P17542
Q9H0R1 P26687
O75460 Q9NV56
O00411 O14965
Q15118 Q9BV36
P08559 Q15906
Q9NY59 Q15678
Q9UID3 Q9NYY3
P40087 P97481
Q8NHV4 O09053
P21796 Q92560
Q01813 Q05639
Q86Y82 P05166
Q13084 Q9NRY4
Q9CPX6 Q68DK7
O96000 Q7Z7C8
Q4G0J3 Q9UHB6
P40937 P46821
Q9NXG0 Q9BTT4
P38862 P31040
Q8NFR3 Q9H0B6
Q969U6 O75909
Q8N201 Q99707
O00330 Q9P021
O96000 Q13586
O43752 Q15118
Q8NBS9 P00441
P42261 O88508
P11881 O00411
Q60431 Q16778
O00408 P17844
Q9NTG7 Q92522
O15145 P08571
P37231 P42262
Q9Y2Q3 P09958
O75592 Q03142
Q86UP2 Q5VT06
Q9Y371 Q8WXI9
Q9NUB1 Q9C0K0
Q9UBK8 Q8IX07
O60238 Q9NXG0
Q7Z392 Q9Z0G0
Q96RD7 Q96EY1
Q13596 Q9UBD5
P63000 Q15543
P49257 Q8WXI9
Q96JM2 P00813
P15976 P47712
Q15654 P05166
Q96RK4 Q13620
Q9P2W9 Q9Y2W6
P02766 P35227
Q13084 Q9GZV8
P17210 Q9UNS1
A2AUM9 Q04724
Q64690 Q5TB80
Q91WC1 Q13557
P48735 P97369
Q9NSD9 Q01705
O43156 P17480
Q9UHH9 P01912
P41235 Q61316
Q13216 O94972
P22830 Q92466
Q99418 Q5SPW0
Q14524 Q14566
P40967 Q13155
Q9BZF1 P60866
Q96QC0 Q01813
Q9Z0S6 P19838
Q9Y2A7 P36046
P25118 O75943
Q8IVT5 Q9UGP5
P68400 O55005
P38936 P11310
P51153 Q96RL1
Q02297 O00180
P03406 Q96L73
P14859 Q9UQ16
O00763 Q969G9
O43752 P97784
Q86UT6 Q9Y6X3
P43308 P51943
Q99996 Q9BSJ8
Q7Z392 Q14686
Q99871 P54198
Q8NHV1 Q4FZB7
O14497 Q63932
O75460 Q9UBW8
P67812 Q9NS37
P58753 Q6P1J9
Q15418 P29122
Q6NSJ5 P24941
P04488 P87108
O96013 O00631
P42261 Q99873
Q9HCE7 Q9UNP9
Q71F23 P19438
P15531 Q8IXB1
Q02218 Q9NWZ3
Q6W2J9 O43633
Q99418 Q9Y468
O43819 Q9BTC8
P40238 P31948
P19447 P22674
Q61598 Q91X58
O55005 P54198
Q86Y82 O75925
Q13569 Q96SN8
Q9UBS4 O60341
Q6KCD5 Q5XLA6
Q8IXM2 P05141
P16403 Q9J3M8
F1MNN4 P62937
Q8N1F7 Q9Z0G0
Q9CPX6 P07823
Q9NWZ3 P13497
P21953 Q08116
Q07912 O55005
O75127 Q9ULW0
Q9NRX4 Q96EQ8
P25118 P39016
P24158 Q9CSN1
Q9NZ45 Q9NZU0
Q9NRL2 Q9Y5U4
O89110 O43143
Q8WXF7 Q9NVA2
Q60793 Q14451
Q9Y618 O43491
Q9BWW4 Q9H792
Q8IUC6 O15354
P04488 Q8NFJ9
Q96EQ8 Q9H6W3
O94925 O15409
Q96SN8 Q16656
Q13472 Q9NS28
Q60431 Q9BSM1
P21333 P04910
O00221 Q13105
Q6XZF7 Q9NYV4
O15131 Q9FNE9
Q9NWX6 Q99807
Q9Y281 Q8IWF2
Q8WXD5 Q96DA6
O75909 Q96R06
Q9Y2Q3 Q01813
P04488 Q15349
Q8IUC6 Q9BZK7
Q9P0U4 O14745
P32527 P16403
P14625 Q9H2P0
P31322 O75943
Q64096 Q8TCY5
P04273 P45973
Q95460 P24941
O00560 P33450
P57764 P04843
Q9UBC3 P36969
O43264 Q7Z434
O95639 P62330
Q8NI22 O43633
Q9NQX3 P84233
Q96EQ8 O43819
Q9UGC6 Q16611
O95835 Q92889
Q96I24 P54287
Q8IXK0 P46934
Q7TNC6 Q9Y676
Q15629 P31350
P20700 Q9BYN0
O95810 P46063
Q9NYY3 Q9NPI1
Q9Y4A5 Q7Z434
Q8WXI2 Q96EF0
P46100 P55957
P18847 Q8IXI2
Q9H6S1 Q64364
O75170 Q27272
P63165 Q14789
P27797 P10809
P04229 Q96G28
Q08484 P05423
Q03160 P15976
Q96EP1 Q13085
Q9QXE7 Q8N1B4
A0FGR9 Q9Y2K7
Q71SY5 Q9NQX3
P23572 Q9BR76
Q9UL18 Q8WYQ5
P26231 P04273
O60934 Q06278
Q13627 Q13813
P05455 Q8N3I7
Q6UWZ7 O14965
O75396 P17844
P41832 Q15370
P16403 O75147
O43929 P29994
Q8WXF7 Q99504
P49959 Q9Y5M8
Q6UWZ7 Q08379
Q5VWG9 Q86YS3
P81877 P42262
Q8IXJ9 Q2M3G4
Q8TEK3 O15243
P15927 P62942
Q69YQ0 Q96B01
Q9NZU0 Q60641
Q9H1Y0 O15455
P61019 Q13950
Q8N3Y3 P57764
Q96CF2 Q15544
P62743 Q9H211
Q9P2R3 Q9UBV2
Q06278 P54132
Q9NQT8 Q24368
Q64690 Q5VWG9
O43264 P49791
P18615 Q9NQT8
P24643 Q5FBB7
Q9GZV8 P49281
P17156 P61019
Q15468 Q9UHV7
O14657 Q14152
P05198 Q06455
O15273 Q8WVM7
Q9BPX6 Q16531
Q9H0U4 Q969R5
Q8TEW0 Q9BPX6
Q3UHK8 Q9BTT4
P17275 Q582G4
O14770 O00461
Q924A2 Q14524
Q14204 Q96E14
O60244 Q9UBK8
P52286 O15455
Q01094 P15104
Q924T7 Q9JM54
Q15435 P28845
O75436 Q8IWI9
Q9P2W9 P97820
P46937 P05091
Q13561 P49336
Q15475 P30101
P49281 P46933
O43572 Q9H2P0
Q92831 P20340
Q15276 Q920Q2
Q6ZYL4 Q13884
P16615 Q15831
P13747 Q9DCH4
Q5VIR6 P05166
Q96QT6 Q9JM54
Q58A45 Q96HI0
O15131 P81877
Q9H9A7 Q12959
P15923 Q96CN5
Q5FWF5 O70511
P31314 Q9BRJ2
P62820 O94953
Q6PAL8 Q96QG7
Q13651 P46199
Q9H4G4 O43819
Q811U4 P09958
Q99MI6 P20936
Q6W2J9 Q14789
Q5W0Q7 P15813
Q71SY5 Q15036
Q9UL18 P63272
Q9NY59 Q9GZX7
P17693 O15511
Q8N264 P78364
Q9CXC9 P09958
P24863 P02687
O75586 O94925
O88572 P26232
P33991 Q07866
P18846 P61923
P49869 O95810
O43439 Q7Z434
Q9UPN9 P09132
O75376 Q9NSD9
Q9H9G7 Q15291
O60337 Q4FZB7
P05161 Q9UM47
